종목코드,종목명,자기주식 제외 시가총액(A*B),종가,자기주식 제외 발행주식수(B=C-D),총발행주식수(C),자기주식수(D),자기주식수 반영시점
"077970","STX엔진","435382560510","18930","22999607","23008904","9297","2024-09"
"002820","SUN&L","38360988720","3180","12063204","12607989","544785","2024-09"
"289080","SV인베스트먼트","84003252000","1578","53234000","53234000","0","2024-09"
"084870","TBH글로벌","28740696582","1378","20856819","20856819","0","2024-09"
"002710","TCC스틸","1233354443850","47050","26213697","26213697","0","2024-09"
"089230","THE E&M","28852123879","1319","21874241","21882953","8712","2024-09"
"032540","TJ미디어","72444366800","5200","13931609","13931609","0","2024-09"
"022220","TKG애강","52830470580","1020","51794579","51794579","0","2024-09"
"069260","TKG휴켐스","758975947060","19780","38370877","40878588","2507711","2024-09"
"007980","TP","64710237620","1330","48654314","51175130","2520816","2024-09"
"048770","TPC","37047258760","2360","15697991","15697991","0","2024-09"
"246690","TS인베스트먼트","40510745760","993","40796320","41477862","681542","2024-09"
"317240","TS트릴리온","29786621715","279","106762085","107240922","478837","2024-09"
"002900","TYM","131571031255","3065","42926927","45050956","2124029","2024-09"
"024070","WISCOM","32108887610","2095","15326438","15326438","0","2024-09"
"057030","YBM넷","56240605825","3475","16184347","16312697","128350","2024-09"
"037270","YG PLUS","438297223100","6910","63429410","63429410","0","2024-09"
"040300","YTN","129780000000","3090","42000000","42000000","0","2024-09"
"051390","YW","29874584400","3700","8074212","11355368","3281156","2024-09"
"052220","iMBC","57270000000","2490","23000000","23000000","0","2024-09"
"079940","가비아","174998529000","13500","12962854","13535684","572830","2024-09"
"078890","가온그룹","57684163080","3590","16068012","17410157","1342145","2024-09"
"000500","가온전선","273383650800","38350","7128648","7357946","229298","2024-09"
"399720","가온칩스","440577072000","38350","11488320","11488320","0","2024-09"
"036620","감성코퍼레이션","338932171620","3735","90744892","90744892","0","2024-09"
"000860","강남제비스코","163475000000","25150","6500000","6500000","0","2024-09"
"198440","강동씨앤엘","87759289408","1442","60859424","60931896","72472","2024-09"
"217730","강스템바이오텍","120516420350","2150","56054149","56054149","0","2024-09"
"035250","강원랜드","3406015166400","16800","202738998","213940500","11201502","2024-09"
"114190","강원에너지","340644415520","13040","26123038","26123038","0","2024-09"
"094480","갤럭시아머니트리","312661808860","7970","39229838","39229838","0","2024-09"
"011420","갤럭시아에스엠","60195972140","2185","27549644","27549644","0","2024-09"
"039240","경남스틸","74328809020","2755","26979604","26979604","0","2024-09"
"053950","경남제약","23455862785","659","35593115","35593402","287","2024-09"
"002100","경농","164354780000","9200","17864650","19522575","1657925","2024-09"
"009450","경동나비엔","1251623911200","86600","14452932","14568592","115660","2024-09"
"267290","경동도시가스","110209889170","18710","5890427","5895406","4979","2024-09"
"012320","경동인베스트","164616576000","75500","2180352","2365023","184671","2024-09"
"011040","경동제약","169463733300","6290","26941770","30768766","3826996","2024-09"
"000050","경방","157215353700","6310","24915270","27415270","2500000","2024-09"
"214390","경보제약","177867038400","7440","23906860","23906860","0","2024-09"
"012610","경인양행","123270209160","2980","41365842","41616365","250523","2024-09"
"009140","경인전자","27157896450","20850","1302537","1570797","268260","2024-09"
"024910","경창산업","79885810600","2245","35583880","35819005","235125","2024-09"
"013580","계룡건설","118340167920","13360","8857797","8930907","73110","2024-09"
"012200","계양전기","41364589734","1521","27195654","27222829","27175","2024-09"
"002140","고려산업","75987973600","3080","24671420","24939425","268005","2024-09"
"049720","고려신용정보","137724342240","9890","13925616","14300000","374384","2024-09"
"010130","고려아연","26739946079000","1301000","20553379","20703283","149904","2024-09"
"002240","고려제강","489264315540","19580","24987963","25000000","12037","2024-09"
"014570","고려제약","52652706320","4880","10789489","11000000","210511","2024-09"
"348150","고바이오랩","132904611000","6860","19373850","19373850","0","2024-09"
"098460","고영","665827872160","10120","65793268","68654755","2861487","2024-09"
"035290","골드앤에스","21454416000","450","47676480","47676480","0","2024-09"
"215000","골프존","401140680000","66800","6005100","6275415","270315","2024-09"
"121440","골프존뉴딘홀딩스","157650417540","3870","40736542","42836818","2100276","2024-09"
"366030","공구우먼","97298285750","4295","22653850","22653850","0","2024-09"
"009290","광동제약","223649814960","5580","40080612","52420851","12340239","2024-09"
"014200","광림","87868591200","30200","2909556","3023556","114000","2024-09"
"017040","광명전기","57769040795","1333","43337615","43337615","0","2024-09"
"029480","광무","206417239010","3755","54971302","55009083","37781","2024-09"
"017900","광전자","90402954585","1795","50363763","57943763","7580000","2024-09"
"037710","광주신세계","223094781000","29250","7627172","7957190","330018","2024-09"
"026910","광진실업","13995809925","2185","6405405","6405405","0","2024-09"
"421800","교보12호스팩","16205800000","2710","5980000","5980000","0","2024-06"
